season,team,pitcher,count
2021,KJP,abbotan01,3
2021,KJP,carraca01,21
2021,KJP,detmere01,1
2021,KJP,diazda01,8
2021,KJP,fistedo01,2
2021,KJP,garcilu05,15
2021,KJP,glasnty01,7
2021,KJP,hahnje01,1
2021,KJP,hollade01,2
2021,KJP,jorgefe01,1
2021,KJP,lopezjo02,1
2021,KJP,lynchda02,2
2021,KJP,martefr01,15
2021,KJP,romdr01,1
2021,KJP,tomlijo01,1
2021,KJP,unknown,2
2021,KJP,willitr01,2
2021,KJP,wrighda04,19
2022,KJP,detmere01,20
2022,KJP,fariaja01,1
2022,KJP,glasnty01,8
2022,KJP,hanifbr01,13
2022,KJP,jeffrje01,19
2022,KJP,martefr01,12
2022,KJP,rodried05,7
2022,KJP,unknown,3
2022,KJP,wrighda04,18
2023,KJP,briesbe01,16
2023,KJP,detmere01,13
2023,KJP,diazda01,5
2023,KJP,glasnty01,15
2023,KJP,hanifbr01,19
2023,KJP,happja01,18
2023,KJP,johnser04,1
2023,KJP,littllu01,2
2023,KJP,luetglu01,1
2023,KJP,martefr01,11
2023,KJP,unknown,4
2016,MOO,alvarhe01,1
2016,MOO,bibenau01,18
2016,MOO,cobbal01,20
2016,MOO,danieda01,21
2016,MOO,garzama01,19
2016,MOO,steelju01,1
2016,MOO,unknown,5
2016,MOO,williga01,19
2017,MOO,bibenau01,12
2017,MOO,cannigr01,10
2017,MOO,cobbal01,21
2017,MOO,conlead01,6
2017,MOO,danieda01,20
2017,MOO,dermoma01,8
2017,MOO,johnser04,3
2017,MOO,unknown,6
2017,MOO,williga01,18
2018,MOO,bibenau01,21
2018,MOO,bielabr01,2
2018,MOO,braulst01,1
2018,MOO,campbpa02,8
2018,MOO,cobbal01,20
2018,MOO,dermoma01,11
2018,MOO,hurtky01,1
2018,MOO,johnser04,19
2018,MOO,skenepa01,17
2018,MOO,unknown,6
2019,MOO,bibenau01,20
2019,MOO,campbpa02,20
2019,MOO,cobbal01,19
2019,MOO,eshelto01,2
2019,MOO,faedoal01,17
2019,MOO,johnser04,18
2019,MOO,menacr01,2
2019,MOO,skenepa01,4
2019,MOO,unknown,5
2021,MOO,bibenau01,21
2021,MOO,danieda01,15
2021,MOO,eshelto01,18
2021,MOO,kerrra01,20
2021,MOO,lopezja04,3
2021,MOO,lynchda02,1
2021,MOO,mayermi01,1
2021,MOO,menacr01,8
2021,MOO,rodried05,12
2021,MOO,unknown,7
2022,MOO,bibenau01,16
2022,MOO,carraca01,12
2022,MOO,matusbr01,1
2022,MOO,mayermi01,11
2022,MOO,menacr01,1
2022,MOO,nelsory01,5
2022,MOO,pivetni01,3
2022,MOO,reyesal02,19
2022,MOO,rodrich01,4
2022,MOO,simonal01,7
2022,MOO,spencmi01,1
2022,MOO,teperry01,4
2022,MOO,unknown,4
2022,MOO,wilsost02,13
2023,MOO,bibenau01,10
2023,MOO,carasma01,1
2023,MOO,carraca01,23
2023,MOO,ennsdi01,11
2023,MOO,pivetni01,1
2023,MOO,reyesal02,18
2023,MOO,rutleja01,18
2023,MOO,unknown,5
2023,MOO,wilsost02,18
2023,MOO,wrighky01,1
2016,MZG,abbotan01,21
2016,MZG,battepe01,19
2016,MZG,kaprija01,17
2016,MZG,neideni01,9
2016,MZG,pepiory01,12
2016,MZG,suarean01,4
2016,MZG,unknown,3
2016,MZG,wingetr01,22
2017,MZG,abbotan01,16
2017,MZG,battepe01,16
2017,MZG,cabrege01,2
2017,MZG,feldmsc01,14
2017,MZG,kaprija01,11
2017,MZG,neideni01,7
2017,MZG,sorokmi01,7
2017,MZG,teperry01,3
2017,MZG,unknown,7
2017,MZG,vargaja01,1
2017,MZG,wingetr01,19
2018,MZG,battepe01,18
2018,MZG,danieda01,21
2018,MZG,feldmsc01,21
2018,MZG,kaprija01,19
2018,MZG,megiltr01,1
2018,MZG,moretda01,2
2018,MZG,neideni01,13
2018,MZG,sorokmi01,5
2018,MZG,unknown,7
2019,MZG,abbotan01,10
2019,MZG,battepe01,21
2019,MZG,danieda01,20
2019,MZG,feldmsc01,10
2019,MZG,kaprija01,13
2019,MZG,moretda01,1
2019,MZG,mortoch02,1
2019,MZG,neideni01,19
2019,MZG,unknown,7
2019,MZG,vargace01,3
2019,MZG,wilsost02,2
2021,MZG,battepe01,21
2021,MZG,brighje01,6
2021,MZG,coleta01,1
2021,MZG,fiersmi01,6
2021,MZG,garzaju01,9
2021,MZG,kaprija01,16
2021,MZG,maedake01,1
2021,MZG,neideni01,18
2021,MZG,palumjo01,1
2021,MZG,unknown,4
2021,MZG,wainwad01,21
2022,MZG,anderdr02,6
2022,MZG,bassan01,1
2022,MZG,battepe01,20
2022,MZG,claseem01,17
2022,MZG,neideni01,13
2022,MZG,palumjo01,2
2022,MZG,rucindr01,19
2022,MZG,unknown,5
2022,MZG,wainwad01,18
2022,MZG,weberry01,1
2023,MZG,anderdr02,7
2023,MZG,battepe01,20
2023,MZG,brasiry01,9
2023,MZG,claseem01,13
2023,MZG,miranar01,1
2023,MZG,palumjo01,9
2023,MZG,sprinje01,1
2023,MZG,unknown,5
2023,MZG,wainwad01,20
2023,MZG,wrighda04,21
2016,PDF,bowmama01,11
2016,PDF,duffety01,10
2016,PDF,garream01,11
2016,PDF,gonzami03,3
2016,PDF,holtoty01,1
2016,PDF,jimenub01,4
2016,PDF,pilkiko01,5
2016,PDF,povicca01,20
2016,PDF,rockeku01,8
2016,PDF,schulja02,5
2016,PDF,scottch01,21
2016,PDF,thorpdr01,3
2016,PDF,unknown,3
2017,PDF,alexaty01,10
2017,PDF,bowmama01,1
2017,PDF,garream01,19
2017,PDF,gsellro01,19
2017,PDF,povicca01,1
2017,PDF,richaly01,17
2017,PDF,scottch01,20
2017,PDF,unknown,9
2017,PDF,yarbrry01,8
2018,PDF,cruzfe01,4
2018,PDF,dodddy01,5
2018,PDF,garream01,19
2018,PDF,molinan01,1
2018,PDF,nunezda01,13
2018,PDF,povicca01,3
2018,PDF,scottch01,21
2018,PDF,tsengje01,1
2018,PDF,unknown,2
2018,PDF,wagueja01,14
2018,PDF,yarbrry01,21
2019,PDF,cruzfe01,19
2019,PDF,dodddy01,19
2019,PDF,dunnju01,14
2019,PDF,effrosc01,8
2019,PDF,fujinsh01,4
2019,PDF,garream01,11
2019,PDF,gonsoto01,3
2019,PDF,scottch01,23
2019,PDF,thompke02,1
2019,PDF,unknown,3
2019,PDF,yarbrry01,4
2021,PDF,banuema01,8
2021,PDF,cruzfe01,16
2021,PDF,fujinsh01,2
2021,PDF,garciri01,3
2021,PDF,godleza01,1
2021,PDF,gonsoto01,7
2021,PDF,hollojo01,17
2021,PDF,suarean01,21
2021,PDF,thompke02,3
2021,PDF,tillmch01,5
2021,PDF,unknown,6
2021,PDF,wilsost02,17
2022,PDF,anderia01,10
2022,PDF,banuema01,2
2022,PDF,barrija01,4
2022,PDF,cruzfe01,19
2022,PDF,fujinsh01,19
2022,PDF,garciri01,3
2022,PDF,godleza01,1
2022,PDF,hollojo01,19
2022,PDF,suarean01,17
2022,PDF,tillmch01,1
2022,PDF,unknown,8
2023,PDF,anderia01,19
2023,PDF,barrija01,18
2023,PDF,beeksja02,5
2023,PDF,cruzfe01,5
2023,PDF,dodddy01,5
2023,PDF,festama01,1
2023,PDF,fujinsh01,5
2023,PDF,godleza01,1
2023,PDF,heanean01,9
2023,PDF,junkja01,3
2023,PDF,leitema02,1
2023,PDF,nixja02,1
2023,PDF,nolasri01,1
2023,PDF,suarean01,20
2023,PDF,tsengje01,3
2023,PDF,unknown,7
2016,PJT,alexyaj01,2
2016,PJT,blackpa01,15
2016,PJT,cuetojo01,1
2016,PJT,grayjo02,19
2016,PJT,johnser04,20
2016,PJT,kayan01,11
2016,PJT,kochaja01,10
2016,PJT,oakstr01,1
2016,PJT,rodrije01,17
2016,PJT,stephja01,2
2016,PJT,unknown,3
2016,PJT,velazhe01,4
2017,PJT,blackpa01,16
2017,PJT,finnebr01,16
2017,PJT,holmegr01,19
2017,PJT,johnser04,17
2017,PJT,kochaja01,10
2017,PJT,roberni01,1
2017,PJT,rodrije01,6
2017,PJT,sprinje01,8
2017,PJT,tarnofr01,5
2017,PJT,unknown,5
2018,PJT,anderta01,20
2018,PJT,blackpa01,3
2018,PJT,davisau01,7
2018,PJT,kochaja01,22
2018,PJT,murfepe01,20
2018,PJT,newcose01,8
2018,PJT,rodrije01,7
2018,PJT,sprinje01,13
2018,PJT,unknown,5
2018,PJT,vogelry01,1
2019,PJT,anderta01,19
2019,PJT,desclan01,3
2019,PJT,gonzagi01,21
2019,PJT,medinlu02,8
2019,PJT,mileywa01,1
2019,PJT,murfepe01,20
2019,PJT,newcose01,1
2019,PJT,rodrije01,7
2019,PJT,rogertr01,3
2019,PJT,sprinje01,10
2019,PJT,stammcr01,4
2019,PJT,unknown,5
2019,PJT,wentzjo01,3
2021,PJT,anderta01,20
2021,PJT,dunnida01,3
2021,PJT,effrosc01,19
2021,PJT,hamelco01,1
2021,PJT,howarsa01,18
2021,PJT,mileywa01,1
2021,PJT,murfepe01,1
2021,PJT,rodrije01,17
2021,PJT,stammcr01,20
2021,PJT,unknown,5
2022,PJT,anderta01,18
2022,PJT,dunnida01,18
2022,PJT,effrosc01,7
2022,PJT,felizmi01,13
2022,PJT,hamelco01,2
2022,PJT,howarsa01,9
2022,PJT,kaprija01,7
2022,PJT,murfepe01,1
2022,PJT,simslu01,2
2022,PJT,stammcr01,20
2022,PJT,unknown,4
2023,PJT,anderta01,21
2023,PJT,baumami01,13
2023,PJT,dunnida01,17
2023,PJT,hamelco01,1
2023,PJT,howarsa01,18
2023,PJT,pruitau01,3
2023,PJT,sampske01,2
2023,PJT,stammcr01,22
2023,PJT,thompke02,4
2023,PJT,unknown,6
2016,QDH,anderch01,1
2016,QDH,fulmeca01,18
2016,QDH,jeffrje01,4
2016,QDH,livelbe01,13
2016,QDH,logueza01,9
2016,QDH,ottogl01,1
2016,QDH,rasmudr01,4
2016,QDH,rodrica02,8
2016,QDH,unknown,8
2016,QDH,walstbl01,19
2016,QDH,webblo01,8
2016,QDH,willitr01,12
2017,QDH,bakerbr01,1
2017,QDH,burneco01,8
2017,QDH,feltnry01,6
2017,QDH,fulmeca01,8
2017,QDH,livelbe01,19
2017,QDH,merryju01,4
2017,QDH,niesejo01,1
2017,QDH,ottogl01,12
2017,QDH,rodrica02,2
2017,QDH,unknown,3
2017,QDH,walstbl01,15
2017,QDH,webblo01,12
2017,QDH,wilsoty01,15
2018,QDH,alvarjo02,10
2018,QDH,burneco01,5
2018,QDH,conlead01,8
2018,QDH,feltnry01,6
2018,QDH,fulmeca01,6
2018,QDH,jeffrje01,6
2018,QDH,livelbe01,20
2018,QDH,mckaybr01,7
2018,QDH,ottogl01,9
2018,QDH,perezeu02,1
2018,QDH,ramirer02,10
2018,QDH,rodrica02,16
2018,QDH,unknown,5
2019,QDH,alvarjo02,15
2019,QDH,bassobr01,1
2019,QDH,brubajt01,5
2019,QDH,conlead01,21
2019,QDH,erlinro01,5
2019,QDH,feltnry01,1
2019,QDH,garabge01,2
2019,QDH,henryto01,23
2019,QDH,jeffrje01,16
2019,QDH,mitchbr01,5
2019,QDH,reaco01,3
2019,QDH,rodrica02,9
2019,QDH,unknown,4
2021,QDH,alvarjo02,20
2021,QDH,henryto01,2
2021,QDH,jeffrje01,21
2021,QDH,lambeji01,5
2021,QDH,livelbe01,21
2021,QDH,selbyco01,13
2021,QDH,unknown,4
2021,QDH,vargace01,20
2022,QDH,alvarjo02,17
2022,QDH,bellova01,4
2022,QDH,degroja01,5
2022,QDH,feltnry01,19
2022,QDH,gonzach01,7
2022,QDH,gracema02,6
2022,QDH,sborzjo01,1
2022,QDH,selbyco01,14
2022,QDH,unknown,5
2022,QDH,vargace01,18
2022,QDH,volstch01,8
2023,QDH,aldegsa01,4
2023,QDH,chiriyo01,1
2023,QDH,feltnry01,9
2023,QDH,gonsast01,1
2023,QDH,gracema02,1
2023,QDH,lopezpa01,3
2023,QDH,lowderh01,6
2023,QDH,nicasju01,3
2023,QDH,pinedmi01,5
2023,QDH,poteeco01,11
2023,QDH,sandlni01,1
2023,QDH,schwesp01,13
2023,QDH,selbyco01,10
2023,QDH,smeltde01,18
2023,QDH,tillmch01,11
2023,QDH,unknown,9
2023,QDH,wroblju01,1
2016,QPO,cravyty01,20
2016,QPO,felizmi01,20
2016,QPO,flemijo01,14
2016,QPO,manaese01,6
2016,QPO,nealza01,20
2016,QPO,phillco01,21
2016,QPO,unknown,4
2017,QPO,cravyty01,19
2017,QPO,felizmi01,19
2017,QPO,flemijo01,20
2017,QPO,garzaju01,19
2017,QPO,mcraeal01,1
2017,QPO,nealza01,8
2017,QPO,ucetaed01,17
2017,QPO,unknown,4
2018,QPO,cravyty01,9
2018,QPO,felizmi01,9
2018,QPO,hauscmi01,2
2018,QPO,holmegr01,20
2018,QPO,mcraeal01,18
2018,QPO,nealza01,10
2018,QPO,strasst01,9
2018,QPO,ucetaed01,11
2018,QPO,unknown,3
2018,QPO,yamamyo01,18
2019,QPO,blazemi01,1
2019,QPO,cravyty01,20
2019,QPO,hauscmi01,12
2019,QPO,herzdj01,1
2019,QPO,holmegr01,7
2019,QPO,honeybr01,16
2019,QPO,lestejo01,13
2019,QPO,nealza01,23
2019,QPO,strasst01,9
2019,QPO,unknown,4
2019,QPO,yamamyo01,2
2021,QPO,anderco01,19
2021,QPO,chiriyo01,3
2021,QPO,dunnju01,20
2021,QPO,felizmi01,17
2021,QPO,fittsri01,1
2021,QPO,herzdj01,1
2021,QPO,kowarja01,6
2021,QPO,millebo06,12
2021,QPO,ortka01,2
2021,QPO,scholje01,18
2021,QPO,unknown,5
2022,QPO,anderco01,4
2022,QPO,chiriyo01,5
2022,QPO,gaddihu01,2
2022,QPO,hernafe02,8
2022,QPO,kendrky01,16
2022,QPO,millebo06,21
2022,QPO,plassmi01,1
2022,QPO,rodrije01,19
2022,QPO,scholje01,19
2022,QPO,unknown,7
2023,QPO,anderco01,18
2023,QPO,farmebu01,2
2023,QPO,gaddihu01,8
2023,QPO,hernafe02,1
2023,QPO,kendrky01,18
2023,QPO,lambepe01,7
2023,QPO,livelbe01,5
2023,QPO,millebo06,20
2023,QPO,scholje01,11
2023,QPO,swarmma01,9
2023,QPO,unknown,6
2023,QPO,urenajo01,2
2016,RAV,brighje01,19
2016,RAV,imanash01,15
2016,RAV,kerrra01,17
2016,RAV,longsa01,1
2016,RAV,millema03,5
2016,RAV,overtco01,12
2016,RAV,richacl01,9
2016,RAV,skogler01,20
2016,RAV,unknown,5
2017,RAV,brighje01,15
2017,RAV,francjp01,3
2017,RAV,hendrli01,5
2017,RAV,imanash01,12
2017,RAV,kerrra01,21
2017,RAV,mcguide02,2
2017,RAV,overtco01,7
2017,RAV,richacl01,13
2017,RAV,skogler01,21
2017,RAV,unknown,7
2017,RAV,woodhu01,1
2018,RAV,bolanro01,4
2018,RAV,brighje01,21
2018,RAV,cuasjo01,1
2018,RAV,hendrli01,18
2018,RAV,imanash01,19
2018,RAV,kerrra01,8
2018,RAV,rodrich01,5
2018,RAV,schulja02,22
2018,RAV,unknown,4
2018,RAV,vinceni01,8
2019,RAV,bolanro01,19
2019,RAV,brighje01,15
2019,RAV,curryxz01,7
2019,RAV,garcibr01,1
2019,RAV,jeffeda01,4
2019,RAV,kerrra01,20
2019,RAV,schulja02,18
2019,RAV,skogler01,3
2019,RAV,unknown,6
2019,RAV,vinceni01,8
2019,RAV,widenta01,7
2019,RAV,woodtr01,1
2021,RAV,bolanro01,21
2021,RAV,conlead01,14
2021,RAV,curryxz01,16
2021,RAV,hendrli01,1
2021,RAV,jeffeda01,16
2021,RAV,montafr02,1
2021,RAV,munozro01,1
2021,RAV,paganem01,1
2021,RAV,stanery01,9
2021,RAV,unknown,7
2021,RAV,vinceni01,18
2022,RAV,bolanro01,14
2022,RAV,buchhcl01,2
2022,RAV,curryxz01,13
2022,RAV,garcija04,2
2022,RAV,jeffeda01,19
2022,RAV,munozro01,13
2022,RAV,stanery01,18
2022,RAV,unknown,7
2022,RAV,vinceni01,7
2022,RAV,woodssi01,7
2023,RAV,bolanro01,2
2023,RAV,coveydy01,17
2023,RAV,curryxz01,12
2023,RAV,jeffeda01,22
2023,RAV,rodonca01,1
2023,RAV,rodrich01,12
2023,RAV,scottch01,10
2023,RAV,stanery01,8
2023,RAV,unknown,6
2023,RAV,vinceni01,17
2016,RKN,baezmi01,14
2016,RKN,dermoma01,2
2016,RKN,hughebr01,4
2016,RKN,norrida01,12
2016,RKN,rodrich01,15
2016,RKN,rouppla01,20
2016,RKN,sadleca02,10
2016,RKN,simonal01,2
2016,RKN,unknown,10
2016,RKN,wrighda04,14
2017,RKN,castada01,1
2017,RKN,castery01,1
2017,RKN,delacjo01,11
2017,RKN,morgaad01,16
2017,RKN,norrida01,12
2017,RKN,penniwa01,21
2017,RKN,rasmudr01,1
2017,RKN,rodgebr01,8
2017,RKN,rouppla01,5
2017,RKN,sadleca02,16
2017,RKN,taylojo02,6
2017,RKN,thompja03,4
2017,RKN,unknown,4
2017,RKN,varlalo01,1
2018,RKN,abbotco01,2
2018,RKN,duplajo01,19
2018,RKN,friedma01,1
2018,RKN,hughebr01,16
2018,RKN,montera01,21
2018,RKN,norrida01,21
2018,RKN,penniwa01,1
2018,RKN,rodgebr01,2
2018,RKN,sadleca02,19
2018,RKN,unknown,5
2019,RKN,bolsimi01,21
2019,RKN,duplajo01,23
2019,RKN,fauchca01,2
2019,RKN,flexech01,8
2019,RKN,francjp01,4
2019,RKN,funkhky01,1
2019,RKN,hughebr01,8
2019,RKN,lewicar01,5
2019,RKN,montera01,21
2019,RKN,norrida01,8
2019,RKN,povicca01,2
2019,RKN,sandlni01,1
2019,RKN,soriajo02,2
2019,RKN,taylojo02,1
2019,RKN,unknown,4
2021,RKN,alexasc02,9
2021,RKN,bolsimi01,17
2021,RKN,corbipa01,12
2021,RKN,davisau01,1
2021,RKN,duplajo01,13
2021,RKN,escobed02,1
2021,RKN,flexech01,2
2021,RKN,fulmemi01,18
2021,RKN,greinza01,3
2021,RKN,howarsp01,4
2021,RKN,kellyza01,1
2021,RKN,mcallza01,1
2021,RKN,mlodzca01,15
2021,RKN,parkebl01,1
2021,RKN,sadleca02,1
2021,RKN,unknown,6
2022,RKN,corbipa01,20
2022,RKN,duplajo01,20
2022,RKN,flexech01,1
2022,RKN,fulmemi01,18
2022,RKN,germado01,4
2022,RKN,mazurad01,20
2022,RKN,romansa01,1
2022,RKN,unknown,5
2022,RKN,wolfja01,14
2023,RKN,buehlwa01,20
2023,RKN,ceccosl01,9
2023,RKN,corbipa01,19
2023,RKN,duplajo01,9
2023,RKN,francjp01,2
2023,RKN,fulmemi01,4
2023,RKN,harvema01,14
2023,RKN,mazurad01,1
2023,RKN,unknown,7
2023,RKN,wolfja01,21
2016,RLJ,adamsch01,9
2016,RLJ,cabrege01,13
2016,RLJ,friedma01,1
2016,RLJ,garrebr01,20
2016,RLJ,honeybr01,3
2016,RLJ,linceti01,4
2016,RLJ,oviedlu01,5
2016,RLJ,schmicl01,3
2016,RLJ,schrejo01,19
2016,RLJ,unknown,6
2016,RLJ,willibr02,20
2017,RLJ,adamsch01,12
2017,RLJ,garrebr01,5
2017,RLJ,grayjo02,20
2017,RLJ,honeybr01,20
2017,RLJ,mccarbr01,2
2017,RLJ,millesh01,4
2017,RLJ,rasmuco02,5
2017,RLJ,schrejo01,21
2017,RLJ,sulseco01,2
2017,RLJ,unknown,5
2017,RLJ,willibr02,11
2018,RLJ,adamsch01,17
2018,RLJ,boshebu01,1
2018,RLJ,garrebr01,4
2018,RLJ,grayjo02,21
2018,RLJ,honeybr01,10
2018,RLJ,mccarbr01,3
2018,RLJ,obrieri01,1
2018,RLJ,rasmuco02,4
2018,RLJ,schrejo01,21
2018,RLJ,unknown,6
2018,RLJ,willibr02,21
2019,RLJ,adamsch01,22
2019,RLJ,bauertr01,1
2019,RLJ,beedety01,2
2019,RLJ,boshebu01,4
2019,RLJ,diazmi02,3
2019,RLJ,grayjo02,20
2019,RLJ,mccarbr01,8
2019,RLJ,rasmuco02,2
2019,RLJ,schrejo01,22
2019,RLJ,unknown,3
2019,RLJ,varlalo01,3
2019,RLJ,willibr02,19
2021,RLJ,adamsch01,19
2021,RLJ,boshebu01,21
2021,RLJ,couloda01,21
2021,RLJ,duffyda01,19
2021,RLJ,feldmsc01,18
2021,RLJ,klubeco01,4
2021,RLJ,unknown,4
2022,RLJ,boshebu01,14
2022,RLJ,bumgama01,3
2022,RLJ,castidi01,3
2022,RLJ,ceasedy01,6
2022,RLJ,feldmsc01,20
2022,RLJ,grayjo02,2
2022,RLJ,klubeco01,4
2022,RLJ,owenshe02,3
2022,RLJ,skaggty01,9
2022,RLJ,smithaj01,12
2022,RLJ,unknown,3
2022,RLJ,vasqura02,9
2022,RLJ,willitr01,15
2023,RLJ,bumgama01,17
2023,RLJ,ceasedy01,11
2023,RLJ,feldmsc01,9
2023,RLJ,grayjo02,10
2023,RLJ,greench03,5
2023,RLJ,johnsji04,9
2023,RLJ,klubeco01,13
2023,RLJ,novaiv01,1
2023,RLJ,rodriel02,1
2023,RLJ,sadleca02,13
2023,RLJ,sandlni01,1
2023,RLJ,thompza02,2
2023,RLJ,unknown,3
2023,RLJ,vasqura02,10
2023,RLJ,zerpaan01,1
2016,SAJ,aquinja01,1
2016,SAJ,brubajt01,18
2016,SAJ,carraca01,21
2016,SAJ,cuevawi01,20
2016,SAJ,gsellro01,20
2016,SAJ,kowarja01,20
2016,SAJ,unknown,5
2017,SAJ,bakerbr01,2
2017,SAJ,brubajt01,20
2017,SAJ,carraca01,20
2017,SAJ,cuevawi01,13
2017,SAJ,englema01,5
2017,SAJ,kayan01,3
2017,SAJ,kowarja01,7
2017,SAJ,lodolni01,17
2017,SAJ,unknown,6
2017,SAJ,ventuyo01,11
2017,SAJ,vinesda01,2
2018,SAJ,brubajt01,17
2018,SAJ,carraca01,14
2018,SAJ,cuevawi01,20
2018,SAJ,delacjo01,12
2018,SAJ,kowarja01,14
2018,SAJ,richaly01,11
2018,SAJ,sotogr01,4
2018,SAJ,unknown,10
2018,SAJ,ventuyo01,4
2019,SAJ,aguiaju01,4
2019,SAJ,cabrege01,4
2019,SAJ,carraca01,19
2019,SAJ,colonba01,1
2019,SAJ,gantjo01,1
2019,SAJ,givenmy01,4
2019,SAJ,jayemy01,19
2019,SAJ,kiliaca01,9
2019,SAJ,kowarja01,20
2019,SAJ,mckaybr01,5
2019,SAJ,oviedjo01,4
2019,SAJ,petityu01,1
2019,SAJ,pfaadbr01,4
2019,SAJ,pillty01,3
2019,SAJ,sotogr01,2
2019,SAJ,unknown,10
2021,SAJ,becktr01,1
2021,SAJ,cessalu01,3
2021,SAJ,danaca01,9
2021,SAJ,davieza02,1
2021,SAJ,francjp01,1
2021,SAJ,gantjo01,1
2021,SAJ,jayemy01,3
2021,SAJ,lugose01,5
2021,SAJ,mazurad01,19
2021,SAJ,rowlech01,1
2021,SAJ,shawbr01,1
2021,SAJ,swarmma01,16
2021,SAJ,tropeni01,17
2021,SAJ,unknown,6
2021,SAJ,zeuchtj01,17
2022,SAJ,benjawe01,1
2022,SAJ,bolsimi01,14
2022,SAJ,danaca01,19
2022,SAJ,dunnju01,19
2022,SAJ,leonedo01,18
2022,SAJ,rowlech01,1
2022,SAJ,swarmma01,14
2022,SAJ,tropeni01,5
2022,SAJ,unknown,11
2023,SAJ,bolsimi01,20
2023,SAJ,danaca01,16
2023,SAJ,dunnju01,20
2023,SAJ,jeffrje01,22
2023,SAJ,leonedo01,20
2023,SAJ,unknown,6
2023,SAJ,wilsobr02,3
2016,STC,adonjo01,13
2016,STC,antonte01,3
2016,STC,bautige01,18
2016,STC,bernabr01,22
2016,STC,dunnju01,18
2016,STC,mendeyo01,4
2016,STC,morgaad01,12
2016,STC,peralwi01,12
2016,STC,unknown,2
2017,STC,antonte01,18
2017,STC,bautige01,16
2017,STC,bernabr01,14
2017,STC,dunnju01,22
2017,STC,rodrich01,20
2017,STC,snideco01,2
2017,STC,unknown,8
2017,STC,ynoahu01,5
2018,STC,antonte01,20
2018,STC,bernabr01,5
2018,STC,diazmi02,20
2018,STC,dunnju01,20
2018,STC,haleda02,5
2018,STC,hollade01,1
2018,STC,johnsse01,9
2018,STC,kendrky01,19
2018,STC,martida03,2
2018,STC,peralwi01,2
2018,STC,unknown,4
2019,STC,antonte01,18
2019,STC,baezmi01,2
2019,STC,contrro01,1
2019,STC,diazmi02,16
2019,STC,erlinro01,3
2019,STC,haleda02,1
2019,STC,hessda01,5
2019,STC,johnsse01,12
2019,STC,kellemi03,8
2019,STC,kendrky01,3
2019,STC,kerkeor01,6
2019,STC,martida03,2
2019,STC,menezco01,4
2019,STC,monteke01,1
2019,STC,unknown,10
2019,STC,verrelo01,15
2021,STC,crawfku01,11
2021,STC,duggero01,1
2021,STC,hernada02,9
2021,STC,hughebr01,1
2021,STC,kelletr01,8
2021,STC,kennebr02,4
2021,STC,kremede01,1
2021,STC,menezco01,3
2021,STC,montgmi01,1
2021,STC,singebr01,2
2021,STC,unknown,8
2021,STC,verlaju01,21
2021,STC,verrelo01,13
2021,STC,wantzan01,20
2022,STC,crawfku01,9
2022,STC,hernada02,11
2022,STC,kennebr02,11
2022,STC,leeza01,7
2022,STC,lucasjo02,2
2022,STC,luetglu01,1
2022,STC,marquge01,2
2022,STC,moyaga01,10
2022,STC,pomerdr01,19
2022,STC,unknown,7
2022,STC,verrelo01,2
2022,STC,woodtr01,21
2023,STC,crawfku01,21
2023,STC,kelletr01,1
2023,STC,moyaga01,18
2023,STC,pomerdr01,19
2023,STC,rucindr01,21
2023,STC,unknown,5
2023,STC,vargace01,8
2023,STC,woodal02,13
2016,UPV,bellaan01,3
2016,UPV,boshebu01,18
2016,UPV,dicker.01,20
2016,UPV,gonzagi01,15
2016,UPV,leakemi01,17
2016,UPV,maldoan01,20
2016,UPV,ryanri01,7
2016,UPV,unknown,4
2017,UPV,arihako01,20
2017,UPV,bellaan01,1
2017,UPV,birdja01,2
2017,UPV,dicker.01,20
2017,UPV,jimenda01,1
2017,UPV,leakemi01,15
2017,UPV,leedy01,4
2017,UPV,maldoan01,17
2017,UPV,ryanri01,20
2017,UPV,unknown,4
2018,UPV,arihako01,6
2018,UPV,cuevawi01,1
2018,UPV,dicker.01,17
2018,UPV,leakemi01,19
2018,UPV,leedy01,3
2018,UPV,nicolju01,12
2018,UPV,ryanri01,20
2018,UPV,unknown,3
2018,UPV,velasvi01,4
2018,UPV,walstbl01,20
2019,UPV,bellaan01,7
2019,UPV,cuevawi01,20
2019,UPV,dicker.01,22
2019,UPV,guerrju02,1
2019,UPV,leakemi01,17
2019,UPV,nicolju01,15
2019,UPV,sadleca02,17
2019,UPV,unknown,5
2019,UPV,velasvi01,3
2021,UPV,arihako01,19
2021,UPV,hessda01,1
2021,UPV,johnsji04,10
2021,UPV,loaisjo01,3
2021,UPV,nicolju01,18
2021,UPV,phillty01,20
2021,UPV,rutleja01,17
2021,UPV,tarplst01,5
2021,UPV,unknown,6
2021,UPV,watkisp01,2
2021,UPV,weberry01,2
2022,UPV,arihako01,21
2022,UPV,eovalna01,1
2022,UPV,loaisjo01,16
2022,UPV,nicolju01,2
2022,UPV,parkemi01,1
2022,UPV,phillty01,20
2022,UPV,rutleja01,20
2022,UPV,ryanri01,15
2022,UPV,smeltde01,2
2022,UPV,unknown,5
2023,UPV,dejonch01,1
2023,UPV,delgara01,2
2023,UPV,loaisjo01,11
2023,UPV,medinad01,10
2023,UPV,nicolju01,19
2023,UPV,parkemi01,21
2023,UPV,phillty01,22
2023,UPV,rodrije01,3
2023,UPV,rondohe01,1
2023,UPV,ryanri01,12
